[2025-09-27 21:08:39] [INFO    ] discord.client: logging in using static token
[2025-09-27 21:09:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 12, 'op': 0, 'd': {'user_id': '1213139995179618424', 'timestamp': 1758989369, 'member': {'user': {'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'display_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}, 'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1420422989865812050', 'guild_id': '1420422988490084424'}}
[2025-09-27 21:09:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:09:25] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-27 21:09:25] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-27 21:09:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-27T16:09:30.108000+00:00', 'pinned': False, 'nonce': '1421529174232793088', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421529192000000050', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1420422989865812050', 'author': {'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}, 'attachments': [], 'guild_id': '1420422988490084424'}}
[2025-09-27 21:09:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:09:26] [DEBUG   ] discord.client: Dispatching event message
[2025-09-27 21:09:26] [DEBUG   ] discord.client: Dispatching event command
[2025-09-27 21:09:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-27T16:09:30.397000+00:00', 'pinned': False, 'nonce': '12721233208725053130', 'mentions': [{'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1420425783897358387'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T15:04:57.157000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421529193212018852', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@1213139995179618424>! 👋', 'components': [], 'channel_type': 0, 'channel_id': '1420422989865812050', 'author': {'username': 'AUI | Afaq Ul Islam Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1420419442860363919', 'global_name': None, 'display_name_styles': None, 'discriminator': '0296', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '937d671b14874654b854d25020565984'}, 'attachments': [], 'guild_id': '1420422988490084424'}}
[2025-09-27 21:09:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:09:26] [DEBUG   ] discord.client: Dispatching event message
[2025-09-27 21:09:26] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1420422989865812050/messages with {"content":"Hello <@1213139995179618424>! \ud83d\udc4b","components":[],"nonce":"12721233208725053130","enforce_nonce":true,"tts":false} has returned 200
[2025-09-27 21:09:26] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1420422989865812050/messages has received {'type': 0, 'content': 'Hello <@1213139995179618424>! 👋', 'mentions': [{'id': '1213139995179618424', 'username': 'afaqulislam707gmail.com', 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 0, 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#000000', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-27T16:09:30.397000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1421529193212018852', 'channel_id': '1420422989865812050', 'author': {'id': '1420419442860363919', 'username': 'AUI | Afaq Ul Islam Bot', 'avatar': '937d671b14874654b854d25020565984', 'discriminator': '0296', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12721233208725053130'}
[2025-09-27 21:09:26] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-09-27 21:09:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-27T16:09:37.334000+00:00', 'pinned': False, 'nonce': '1421529204381450240', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421529222308167898', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'hi', 'components': [], 'channel_type': 0, 'channel_id': '1420422989865812050', 'author': {'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}, 'attachments': [], 'guild_id': '1420422988490084424'}}
[2025-09-27 21:09:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:09:33] [DEBUG   ] discord.client: Dispatching event message
[2025-09-27 21:09:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1420422989865812050/messages with {"content":"Hi! What's up? How can I help you today? \ud83d\ude0a\n\n---\n\ud83d\udc68\u200d\ud83d\udcbb Developed by Afaq Ul Islam","components":[],"nonce":"15765926500521592888","enforce_nonce":true,"tts":false} has returned 200
[2025-09-27 21:09:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1420422989865812050/messages has received {'type': 0, 'content': "Hi! What's up? How can I help you today? 😊\n\n---\n👨\u200d💻 Developed by Afaq Ul Islam", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-27T16:09:40.688000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1421529236375605329', 'channel_id': '1420422989865812050', 'author': {'id': '1420419442860363919', 'username': 'AUI | Afaq Ul Islam Bot', 'avatar': '937d671b14874654b854d25020565984', 'discriminator': '0296', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15765926500521592888'}
[2025-09-27 21:09:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-27T16:09:40.688000+00:00', 'pinned': False, 'nonce': '15765926500521592888', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1420425783897358387'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T15:04:57.157000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421529236375605329', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Hi! What's up? How can I help you today? 😊\n\n---\n👨\u200d💻 Developed by Afaq Ul Islam", 'components': [], 'channel_type': 0, 'channel_id': '1420422989865812050', 'author': {'username': 'AUI | Afaq Ul Islam Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1420419442860363919', 'global_name': None, 'display_name_styles': None, 'discriminator': '0296', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '937d671b14874654b854d25020565984'}, 'attachments': [], 'guild_id': '1420422988490084424'}}
[2025-09-27 21:09:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:09:36] [DEBUG   ] discord.client: Dispatching event message
[2025-09-27 21:10:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-09-27 21:10:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-27 21:10:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 17, 'op': 0, 'd': {'user_id': '1213139995179618424', 'timestamp': 1758989415, 'member': {'user': {'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'display_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}, 'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1420422989865812050', 'guild_id': '1420422988490084424'}}
[2025-09-27 21:10:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:10:11] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-27 21:10:11] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-27 21:10:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-27T16:10:18.585000+00:00', 'pinned': False, 'nonce': '1421529377350352896', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421529395327275159', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!clear50', 'components': [], 'channel_type': 0, 'channel_id': '1420422989865812050', 'author': {'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}, 'attachments': [], 'guild_id': '1420422988490084424'}}
[2025-09-27 21:10:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:10:14] [DEBUG   ] discord.client: Dispatching event message
[2025-09-27 21:10:14] [DEBUG   ] discord.client: Dispatching event command_error
[2025-09-27 21:10:14] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "clear50" is not found
[2025-09-27 21:10:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 19, 'op': 0, 'd': {'user_id': '1213139995179618424', 'timestamp': 1758989427, 'member': {'user': {'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'display_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}, 'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1420422989865812050', 'guild_id': '1420422988490084424'}}
[2025-09-27 21:10:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:10:23] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-27 21:10:23] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-27 21:10:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-27T16:10:30.463000+00:00', 'pinned': False, 'nonce': '1421529427493257216', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1420435586057109544'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-24T14:53:50.896000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421529445147349094', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!clear 50', 'components': [], 'channel_type': 0, 'channel_id': '1420422989865812050', 'author': {'username': 'afaqulislam707gmail.com', 'public_flags': 0, 'primary_guild': None, 'id': '1213139995179618424', 'global_name': 'Aғᴀϙ Uʟ Isʟᴀᴍ', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c30fbd197c0d00a8964d2c5ee2713cb1'}, 'attachments': [], 'guild_id': '1420422988490084424'}}
[2025-09-27 21:10:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-27 21:10:26] [DEBUG   ] discord.client: Dispatching event message
[2025-09-27 21:10:26] [DEBUG   ] discord.client: Dispatching event command
[2025-09-27 21:10:27] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1420422989865812050/messages with None has returned 200
[2025-09-27 21:10:27] [DEBUG   ] discord.http: GET /channels/{channel_id}/messages has found its initial rate limit bucket hash (479c05630b7b353bb5c63f707eeef2ee).
